ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Participant 1,Participant 2,Lehmann Zhukov Scale,Theatre,Polygon,Massacre,Alternative Sources Consulted,Infered Scale,Minor,Description
Aitape1944,Papua New Guinea,-3.1538273,142.3639991,19,Aitape,1944,"['Hollandia', 'American', 'Aitape', 'Japanese', 'Wewak']",['World War II'],United States,Japan,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p853 - one US division",,1.0,The name Battle of Aitape or Aitape campaign may refer to any one of three military actions in proximity to Aitape in the Western New Guinea campaign of 1944-45:
Alcolea1808,Spain,36.9730578,-2.9606844,26,Alcolea,1808,"['Napoleonic', 'Spain', 'Spanish', 'Spanish']",Napoleonic Wars (Peninsula Campaign),France,Spain,,,,Land,,Battle followed by massacre,,,,"Alcolea, Andalusia, Spain was the site of several historical battles:"
Alcolea1868,Spain,36.9730578,-2.9606844,26,Alcolea,1868,"['Spanish', 'Spain', 'Royal', 'Alcolea', 'France']",Spanish Revolution,Spanish Rebels,Spain,,,,Land,,No,,,,"Alcolea, Andalusia, Spain was the site of several historical battles:"
Aldie1863,United States,38.9756745,-77.6418724,27,Aldie,1863,"['American', 'Gettysburg', 'Leesburg', 'Union']",American Civil War,Draw,,United States,Confederate States of America,,Land,,No,,,,"The Battle of Aldie took place on June 17, 1863, in Loudoun County, Virginia, as part of the Gettysburg Campaign of the American Civil War."
Alexandria-48,Egypt,31.2000924,29.9187387,29,Alexandria,-48,"['Egypt', 'Alexandria', 'Egyptian', 'Roman']",Wars of the First Triumvirate,Rome,Egypt,,,,Land,,No,,,,"Battle of Alexandria, Raid on Alexandria, or Siege of Alexandria may refer to one of these military operations fought in or near the city of Alexandria, Egypt:"
Alexandria296,Egypt,31.2000924,29.9187387,29,Alexandria,296,"['Roman', 'Egypt', 'Alexandria', 'Egypt']",Roman Military Civil Wars,Rome,Rebel General Achilleus,,,,Land,,No,,,,"Battle of Alexandria, Raid on Alexandria, or Siege of Alexandria may refer to one of these military operations fought in or near the city of Alexandria, Egypt:"
Alexandria641-642,Egypt,31.2000924,29.9187387,29,Alexandria,641,"['Muslim', 'Egypt', 'Muslim', 'Greek', 'Egyptian', 'Byzantine', 'Muslim', 'Egypt']",Muslim Conquest of Egypt,Muslims,Byzantium,,,,Land,,No,,,,"Battle of Alexandria, Raid on Alexandria, or Siege of Alexandria may refer to one of these military operations fought in or near the city of Alexandria, Egypt:"
Alexandria645,Egypt,31.2000924,29.9187387,29,Alexandria,645,"['Muslim', 'Alexandria', 'Muslim Arabs', 'Constans', 'Egyptian', 'Greek', 'Alexandria']",Early Byzantine-Muslim Wars,Muslims,Byzantium,,,,Land,,No,,,,"Battle of Alexandria, Raid on Alexandria, or Siege of Alexandria may refer to one of these military operations fought in or near the city of Alexandria, Egypt:"
Alexandria1167,Egypt,31.2000924,29.9187387,29,Alexandria,1167,"['Egypt', 'Cairo', 'Jerusalem']",Crusader Invasion of Egypt,Kingdom of Jerusalem,Egypt,,,,Land,,No,,,,"Battle of Alexandria, Raid on Alexandria, or Siege of Alexandria may refer to one of these military operations fought in or near the city of Alexandria, Egypt:"
Alexandria1365,Egypt,31.2000924,29.9187387,30,Alexandria,1365,"['Egyptian', 'Christian', 'Muslim', 'Egypt', 'Alexandria']",Egyptian Crusade of Peter of Cyprus,Cyprus,Egypt,,,,Land,,No,,,,"Battle of Alexandria, Raid on Alexandria, or Siege of Alexandria may refer to one of these military operations fought in or near the city of Alexandria, Egypt:"
Alexandria1798,Egypt,31.2000924,29.9187387,30,Alexandria,1798,"['French', 'Egyptian', 'Alexandria', 'Cairo']",French Revolutionary Wars,France,Mamluk Egypt,,,1.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p105",,,"Battle of Alexandria, Raid on Alexandria, or Siege of Alexandria may refer to one of these military operations fought in or near the city of Alexandria, Egypt:"
Alexandria1807,Egypt,31.2000924,29.9187387,30,Alexandria,1807,"['Napoleonic', 'Turkey', 'French', 'Britain', 'North Africa', 'Egypt', 'British']",Napoleonic Wars (4th Coalition),Ottoman Empire,United Kingdom,,,,Land,,No,,,,"Battle of Alexandria, Raid on Alexandria, or Siege of Alexandria may refer to one of these military operations fought in or near the city of Alexandria, Egypt:"
Alexandria1882,Egypt,31.2000924,29.9187387,30,Alexandria,1882,"['Egyptian', 'Egyptian', 'Alexandria', 'British', 'Beauchamp Seymour', 'Tel-el-Kebir']",Arabi's Egyptian Rebellion,United Kingdom,Egypt,,,3.0,Land and Sea,,No,"Encyclopedia of Warfare, Showalter, 2014, p707",,,"Battle of Alexandria, Raid on Alexandria, or Siege of Alexandria may refer to one of these military operations fought in or near the city of Alexandria, Egypt:"
Alexandria1941,Egypt,31.2000924,29.9187387,30,Alexandria,1941,"['British', 'British']",World War II,Italy,United Kingdom,,,1.0,Sea,,No,"Clodfelter, Warfare and Armed Conflict, p484",1,,"Battle of Alexandria, Raid on Alexandria, or Siege of Alexandria may refer to one of these military operations fought in or near the city of Alexandria, Egypt:"
Algiers1830,Algeria,36.7389364,2.9992461,33,Algiers,1830,"['French', 'Algeria', 'Algiers', 'France', 'Mascara', 'French']",French Conquest of Algeria,France,Algiers,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p628",,,"The invasion of Algiers in 1830 was a large-scale military operation by which the Kingdom of France, ruled by Charles X, invaded and conquered the Deylik of Algiers."
Almeida1762,Portugal,40.7254048,-6.9055942,37,Almeida,1762,"['France', 'Spanish', 'Portugal']",Seven Years War,Spain,Portugal,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p83-84",,,The siege of Almeida may refer to one of a number of historical events including:
Almeida1810,Portugal,40.7254048,-6.9055942,37,Almeida,1810,"['Napoleonic', 'Portuguese', 'French', 'Massena', 'Almeida', 'Portuguese', 'Bussaco']",Napoleonic Wars (Peninsula Campaign),France,"Portugal, United Kingdom",,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p536",,,The siege of Almeida may refer to one of a number of historical events including:
Almeida1811,Portugal,40.7254048,-6.9055942,37,Almeida,1811,"['Napoleonic', 'Portuguese', 'Almeida', 'Portuguese', 'Wellington', 'French']",Napoleonic Wars (Peninsula Campaign),United Kingdom,France,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p537",,,The siege of Almeida may refer to one of a number of historical events including:
Almenar1082,Spain,41.7970523,0.5680948,37,Almenar,1082,"['Christian', 'Spain', 'Spain', 'Muslim', 'Aragon', 'Barcelona', 'Spanish', 'Bivar']",Early Christian Reconquest of Spain,Saragossa,"Lerida, Aragon, Barcelona",,,,Land,,No,,,,The Battle of Almenar also referred to as Almenara was a battle in the Iberian theatre of the War of the Spanish Succession. 
Almenar1710,Spain,41.7970523,0.5680948,37,Almenar,1710,"['Austria', 'Spain', 'Austrian']",War of the Spanish Succession,"Austria, United Kingdom","France, Spain",,,3.0,Land,,No,"The Field and the Forge, Landers, p388",,,The Battle of Almenar also referred to as Almenara was a battle in the Iberian theatre of the War of the Spanish Succession. 
Alte Veste1632,Germany,48.6651396,10.885377,41,Alte Veste,1632,"['Bavaria', 'Sweden', 'Nuremberg', 'Swedes']",['Swedish War'],Holy Roman Empire,Sweden,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p379",,,The Battle of the Alte Veste was a significant battle of the Thirty Years' War in which Gustavus Adolphus' attacking forces were defeated by Wallenstein's entrenched troops.
Altopascio1325,Italy,43.8156249,10.6530736,42,Altopascio,1325,"['Montecatini', 'Ghibellines', 'Castracanis', 'Luccan']",Guelf-Ghibbeline Wars,Ghibellines,Guelfs,,,,Land,,No,,,,"The Battle of Altopascio was fought in 1325 in Tuscany, between the Ghibelline forces of Lucca under Castruccio Castracani and those of Guelph Florence."
Amba Alagi1941,Ethiopia,12.9833538,39.5412452,43,Amba Alagi,1941,"['Northern Africa', 'Italian', 'Ethiopia', 'British', 'Addis Ababa', 'Italians']",['World War II'],United Kingdom,Italy,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p441",1,,"The Battle of Amba Alagi was fought in May 1941, during World War II, part of the East African Campaign."
Ambur1749,India,12.7903613,78.7166084,44,Ambur,1749,"['India', 'French', 'Vellore', 'French', 'British']",['Carnatic War'],Hyderabad,"Arcot, France",,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p20. The Nawab of Arcot's Army was 20,000 strong. Other side consisting of three allies presumed larger",1,,The Battle of Ambur (3 August 1749) was the first major battle of the Second Carnatic War.
Ambur1767,India,12.7903613,78.7166084,44,Ambur,1767,"['India', 'Vellore']",1st British-Mysore War,United Kingdom,Mysore,,,,Land,,No,,,,The Battle of Ambur (3 August 1749) was the first major battle of the Second Carnatic War.
Ampfing1800,Germany,48.2599815,12.35315,"Clodfelter, p108",Ampfing,1800,,French Revolutionary Wars (2nd Coalition),Habsburg Empire,France,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p108",,,"The Battle of Ampfing may refer to one of two battles at or near Ampfing, located in present-day Bavaria, Germany:"
Amritsar1798,India,31.6339793,74.8722642,47,Amritsar,1798,"['Afghan', 'Kabul', 'Punjab', 'Sikh', 'Lahore']",Punjab Campaigns of Shah Zaman,Punjab ,Afghanistan,,,2.0,Land,,No,,,,The Battle of Amritsar was fought on 24 November 1798 between the Sikh forces led by Ranjit Singh and the Afghan forces led by Zaman Shah Durrani.
Anchialus708,Bulgaria,42.5680485,27.6155705,49,Anchialus,708,"['Byzantine', 'Byzantine']",Byzantine-Bulgarian Wars,Bulgar Khanate,Byzantium,,,,Land,,No,,,,The Battle of Anchialus refers to three battles between Bulgaria and the Byzantine Empire.
Anchialus763,Bulgaria,42.5680485,27.6155705,50,Anchialus,763,"['Byzantine', 'Byzantine', 'Bulgaria']",Byzantine-Bulgar wars,Byzantium,Bulgar Khanate,,,,Land,,No,,,,The Battle of Anchialus refers to three battles between Bulgaria and the Byzantine Empire.
Anchialus917,Bulgaria,42.5680485,27.6155705,50,Anchialus,917,"['Bulgarian', 'Byzantine', 'Muslim']",Later Byzantine-Bulgarian Wars,Bulgar Kingdom,Byzantium,,,,Land,,No,,,,The Battle of Anchialus refers to three battles between Bulgaria and the Byzantine Empire.
Andros-245,Greece,37.8381472,24.9385943,51,Andros,-245,"['Macedonian-Egyptian', 'Syria', 'Asia Minor']",Macedonian Wars,Macedon,Ptolmeic Egypt,,,,Sea,,No,,,,Battle of Andros may refer to one of the following battles fought on or near the Greek island of Andros:
Anjar1625,Lebanon,33.7285277,35.9346553,53,Anjar,1625,"['Turkish', 'Ottoman', 'Lebanon', 'Maronite', 'Beylerbey', 'Damascus', 'Syria', 'Lebanon', 'Palestine']",Turkish-Druze War,"Druze, Maronites",Lebanese Tribes,,,,Land,,No,,,,The Battle of Anjar was fought on 1 November 1623 between the army of Fakhr al-Din II and an coalition army led by the governor of Damascus Mustafa Pasha.
Annan1332,United Kingdom,54.990246,-3.259773,54,Annan,1332,['Anglo'],['Scottish War'],Rebel Scottish Lords,Edward Balliol,,,,Land,,No,,,,"The Battle of Annan, also known in the sources as the Camisade of Annan, took place on 16 December 1332 at Annan, Dumfries and Galloway in Scotland."
"Antioch, Syria-244",Turkey,36.1968031,36.1612344,55,"Antioch, Syria",-244,"['Syria', 'Syrian', 'Egypt', 'Syria', 'Antakya']",3rd Syrian War,Ptolmeic Egypt,Seleucids,,,,Land,,No,,,,"Fought B.C. 244, between the Syrians under Seleucus Callinicus and the Egyptians under Ptolemy Energetes. Seleucus was routed and compelled to take refuge within the walls of Antioch."
"Antioch, Syria611",Turkey,36.1968031,36.1612344,55,"Antioch, Syria",611,"['Syria', 'Byzantine', 'Syria', 'Byzantine', 'Persian', 'Byzantine', 'Syria', 'Persians']",Byzantine-Persian Wars,Persia,Byzantium,,,,Land,,No,,,,"In 611, Khosrow led an army against the key Byzantine city of Antioch (where his grand-father had a glorious victory in 540) and he captured the city relatively easy."
Antwerp1830,Belgium,51.2194475,4.4024643,57,Antwerp,1830,"['Dutch', 'Dutch', 'Chasse', 'Belgium', 'Chasse']",['Belgian War'],Netherlands,Belgium,,,,Land,,No,,,,The Bombardment of Antwerp in 1830 was a military event that took place during the Belgian Revolution.
Aong1857,India,25.9203837,80.7964158,57,Aong,1857,"['Indian', 'British', 'Allahabad', 'Fatehpur', 'Aong']",Indian Mutiny,United Kingdom,Indian Rebels,,,,Land,,No,,,,"The Battle of Aong took place on July 15, 1857, during the Indian rebellion of 1857, between the East India Company forces and Nana Sahib's forces."
Arbedo1422,Switzerland,46.2148507,9.0463112,63,Arbedo,1422,"['Milan', 'Swiss', 'Bellinzona', 'Arbedo', 'Swiss', 'Milanese', 'Bellinzona']",Swiss-Milanese War,Milan,Switzerland,,,2.0,Land,,No,"Hutchinson's Dictionary of Ancient and Medieval Warfare, 'Arbedo, Battle of'",,,"The Battle of Arbedo was fought on 30 June 1422 between the Duchy of Milan and the Swiss Confederation, and ended with a Milanese victory."
Arkansas Post1863,United States,34.0237117,-91.3524851,66,Arkansas Post,1863,"['American', 'Mississippi', 'Arkansas', 'Vicksburg']",US Civil War,Draw,,United States,Confederate States of America,3.0,Land and Sea,,No,"Encyclopedia of Battles, Showalter, 2014, p28",,,Battle of Arkansas Post may refer to the following battles that took place at Arkansas Post:
Arquijas1834,Spain,42.6865484,-2.2969951,69,Arquijas,1834,"['Mendaza', 'Logron', 'Arquijas']",['Carlist War'],Carlists,Liberals,,,,Land,,No,,,,"The First Battle of Arquijas (December 15, 1834) was a battle of the First Carlist War."
Arquijas1835,Spain,42.6765869,-2.0333953,69,Arquijas,1835,"['Carlist', 'Logron', 'Mendaza', 'Spanish', 'Arquijas']",['Carlist War'],Carlists,Liberals,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p630",,,"The First Battle of Arquijas (December 15, 1834) was a battle of the First Carlist War."
Arras1654,France,50.291002,2.777535,69,Arras,1654,"['France', 'Spanish', 'French', 'Paris', 'French', 'Turenne', 'Spanish']",Franco-Spanish Wars,France,Spain,,,,Land,,No,,,,"The name Battle of Arras refers to a number of battles which took place near the town of Arras in Artois, France:"
Arras1914,France,50.291002,2.777535,69,Arras,1914,['French'],World War I,Germany,France,,,4.0,Land,,No,,1,,"The name Battle of Arras refers to a number of battles which took place near the town of Arras in Artois, France:"
Arras1917,France,50.291002,2.777535,70,Arras,1917,"['British', 'Arras', 'German', 'British', 'German', 'Bullecourt', 'French']",['World War I'],Germany,United Kingdom,,,4.0,Land,ARRAS17,No,"Clodfelter, Warfare and Armed Conflict, p401; Banks, Arthur, Military Atlas of the First World War, p155",,,"The name Battle of Arras refers to a number of battles which took place near the town of Arras in Artois, France:"
Arras1918,France,50.291002,2.777535,70,Arras,1918,"['Amiens', 'British', 'Arras', 'Cambrai']",['World War I'],United Kingdom,Germany,,,4.0,Land,,No,,1,,"The name Battle of Arras refers to a number of battles which took place near the town of Arras in Artois, France:"
Arras1940,France,50.291002,2.777535,70,Arras,1940,"['German', 'France', 'British', 'Arras', 'British', 'German', 'Dunkirk']",['World War II'],Germany,United Kingdom,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p438",1,,"The name Battle of Arras refers to a number of battles which took place near the town of Arras in Artois, France:"
Arroyo Grande1842,Uruguay,-34.5196928,-57.1450388,71,Arroyo Grande,1842,"['Argentine', 'Uruguay', 'Uruguayan', 'Montevideo', 'Argentine', 'Montevideo']",['Uruguayan War'],"Argentina, Uruguayan Conservatives",Uruguayan Liberals,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p625",,,The Battle of Arroyo Grande took place on 6 December 1842 and was a major battle of the Uruguayan Civil War.
Arundel1643,United Kingdom,50.855171,-0.555119,,Arundel,1643,"['British', 'Alton', 'Arundel', 'Arundel']",British Civil War,Parliamentarians,Royalists,,,,Land,,No,,,,"In 1643, during the First English Civil War, the castle was besieged.[8] The 800 royalists inside surrendered after 18 days."
Aslanduz1812,Iran,39.441547,47.4111795,76,Aslanduz,1812,"['Russo-Persian', 'Persian', 'Georgia', 'Russia', 'Russian', 'Aras']",Russo-Persian Wars,Russia,Persia,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p480",,,The Battle of Aslanduz took place on 31 October and 1 November 1812 between the Russian Empire and Qajar Iran during the Russo-Persian War (1804-1813).
Auburn1863,United States,32.6098566,-85.4807825,82,Auburn,1863,"['American', 'Virginia', 'Gettysburg']",American Civil War,Draw,,United States,Confederate States of America,,Land,,No,,,,"Battle of Auburn may refer to two battles fought October 13–14, 1863, in northern Virginia during the Bristoe Campaign of the American Civil War:"
Avignon-121,France,43.949317,4.805528,85,Avignon,-121,"['Avignon', 'Rome', 'Aheno-']",Rome's Gallic Wars,Rome,Allobroges Gauls,,,,Land,,No,,,,The siege of Avignon was contested in 737. Frankish forces led by Charles Martel defeated the Umayyad garrison of Avignon and destroyed the stronghold.
Avignon500,France,43.949317,4.805528,85,Avignon,500,"['Avignon', 'Burgundian-Frankish', 'Frankish']",Burgundian Frankish War,Burgundy,France,,,,Land,,No,,,,The siege of Avignon was contested in 737. Frankish forces led by Charles Martel defeated the Umayyad garrison of Avignon and destroyed the stronghold.
Avignon1226,France,43.949317,4.805528,86,Avignon,1226,"['Albigensian', 'Albigensian', 'France', 'King Louis', 'France', 'Avignon']",Albigensian Crusade,France,Albigensian Heretics,,,,Land,,Battle followed by massacre,,,,The siege of Avignon was contested in 737. Frankish forces led by Charles Martel defeated the Umayyad garrison of Avignon and destroyed the stronghold.
Azov1695-1696,Russia,47.0947446,39.4136552,88,Azov,1695,"['Russian', 'Russia', 'Crimean', 'Turkish']",Russian Invasion of Crimea,Russia,Ottoman Empire,,,3.0,Land and Sea,,No,"Encyclopedia of Warfare, Showalter, 2014, p300",,,The Battle of Azov (1736) was fought during the Austro-Russian–Turkish War (1735–39)
Azov1708,Russia,47.0947446,39.4136552,"Clodfelter, p91",Azov,1708,,Bulavin's Revolt,Russia,Cossacks,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p91",,,The Battle of Azov (1736) was fought during the Austro-Russian–Turkish War (1735–39)
Azov1736,Russia,47.0947446,39.4136552,89,Azov,1736,['Perekop'],Austro-Russian-Turkish War,Russia,Crimean Tatars,,,,Land,,No,,,,The Battle of Azov (1736) was fought during the Austro-Russian–Turkish War (1735–39)
Bach Dang938,Vietnam,20.8618321,106.6679039,91,Bach Dang,938,"['Sino-Annamese', 'Vietnamese', 'Southern', 'Han']",Giaou Chau,Southern Hong,,,,,Land,,No,,,,There have been three Battles of Bạch Đằng recorded in the history of Vietnam:
Bach Dang1288,Vietnam,20.8618321,106.6679039,91,Bach Dang,1288,"['Siming', 'Vietnamese']",Mongol Wars of Kublai Khan,Vietnam,Yuan China,,,4.0,Land and Sea,,No,,,,There have been three Battles of Bạch Đằng recorded in the history of Vietnam:
Baghdad1638,Iraq,33.3128057,44.3614875,95,Baghdad,1638,"['Baghdad', 'Turko', 'Turkish', 'Persians', 'Baghdad']",Turko-Persian Wars,Ottoman Empire,Persia,,,4.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p60",,,The recapture of Baghdad was the second conquest of the city by the Ottoman Empire as a part of the Ottoman–Safavid War of 1623–1639.
Baghdad1917,Iraq,33.3128057,44.3614875,96,Baghdad,1917,"['Baghdad', 'Baghdad', 'Diyala', 'Turkish', 'Baghdad']",['World War I'],United Kingdom,Ottoman Empire,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p790",,,"The fall of Baghdad (11 March 1917) occurred during the Mesopotamian campaign, fought between the forces of the British Empire and the Ottoman Empire in World War I."
Balikpapan1945,Indonesia,-1.2379274,116.8528526,100,Balikpapan,1945,"['Balikpapan', 'Borneo', 'Australians', 'Japanese']",['World War II'],Australia,Japan,,,3.0,Land,,No,,,,Battle of Balikpapan may refer to several actions in the Pacific campaign of World War II:
Ballinamuck1798,Ireland,53.8648897,-7.7172342,101,Ballinamuck,1798,"['French', 'Irish', 'French', 'Longford', 'Ireland', 'French', 'British']",French Revolutionary Wars (Irish Rising),United Kingdom,"Irish Rebels, France",,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p87",,,The Battle of Ballinamuck (8 September 1798) marked the defeat of the main force of the French incursion during the 1798 Rebellion in Ireland.
Basing871,United Kingdom,51.2712379,-1.048876,112,Basing,871,['Britain'],Viking Wars,Vikings,Wessex,,,,Land,,No,,,,The Battle of Basing was a victory of a Viking army over the West Saxons at the royal estate of Basing in Hampshire on about 22 January 871.
Basoli1702,India,32.5038195,75.8107712,112,Basoli,1702,"['Nirmohgarh', 'Sikh', 'Basoli', 'Kahlur', 'Sikhs']",Mughal Sikh Wars,Punjab,Mughal Empire,,,,Land,,No,,,,The Battle of Basoli was fought between the Mughal Empire and the Sikhs.
Bassignana1799,Italy,45.0004937,8.7285983,"Clodfelter, p107",Bassignana,1799,,French Revolutionary Wars (2nd Coalition),France,Russia,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p107",,,The Battle of Bassignana may refer to any of the following battles. 
Baton Rouge1779,United States,30.4514677,-91.1871466,116,Baton Rouge,1779,"['Spain', 'Britain', 'Spanish', 'Louisiana', 'British', 'Baton Rouge', 'Mobile', 'British', 'Spanish', 'France']",War of the American Revolution,Spain,United Kingdom,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p465",,,"Historical battles fought in and around the city of Baton Rouge, Louisiana include:"
Baton Rouge1810,United States,30.4514677,-91.1871466,116,Baton Rouge,1810,"['West Florida', 'the United States', 'Louisiana', 'France', 'Spain', 'Baton Rouge', 'American', 'Florida', 'the    United States']",West Florida Revolution,Floridian Rebels,Spain,,,1.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p241",,1.0,"Historical battles fought in and around the city of Baton Rouge, Louisiana include:"
Baton Rouge1862,United States,30.4514677,-91.1871466,116,Baton Rouge,1862,"['American', 'Louisiana', 'Arkansas']",American Civil War,United States,Confederate States of America,,,1.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p282",,,"Historical battles fought in and around the city of Baton Rouge, Louisiana include:"
Beachy Head1690,United Kingdom,50.5969754,0.2583693,119,Beachy Head,1690,['French'],War of the Grand Alliance,France,"England, Netherlands",,,3.0,Sea,,No,"Clodfelter, Warfare and Armed Conflict, p48",,,Three naval battles were fought off the promontory of Beachy Head on the Sussex coast of England.
Beachy Head1707,United Kingdom,50.5969754,0.2583693,119,Beachy Head,1707,"['English', 'French', 'British']",['y War of the    Spanish Succession       '],France,"United Kingdom, Portugal",,,2.0,Sea,,No,"Clodfelter, Warfare and Armed Conflict, p71. 8 French warships vs 4 British warships and 56 merchantmen",1,,Three naval battles were fought off the promontory of Beachy Head on the Sussex coast of England.
Beaugency1870,France,47.778071,1.633523,120,Beaugency,1870,"['Loigny', 'Beaugency', 'Germans', 'French']",Franco-Prussian War,"Mecklenburg, Prussia",France,,,,Land,,No,,,,The Battle of Beaugency may refer to one of two battles:
